name	SRX2359277	SRX2359276	SRX2359239	SRX2359238	SRX2359259	SRX2359258	SRX2359271	SRX2359270	SRX2359255	SRX2359254	SRX2359257	SRX2359256	SRX2359237	SRX2359236	SRX2359235	SRX2359252	SRX2359274	SRX2359273	SRX2359272	SRX2359266	SRX2359267	SRX2359268	SRX2359269	SRX2359279	SRX2359260	SRX2359261	SRX2359262	SRX2359263	SRX2359264	SRX2359265	SRX2359248	SRX2359249	SRX2359246	SRX2359247	SRX2359244	SRX2359245	SRX2359242	SRX2359243	SRX2359240	SRX2359241	SRX2359253	SRX2359275	SRX2359278	SRX2359251	SRX2359282	SRX2359280	SRX2359281	SRX2359250
hsa-miR-624-3p	2	0	0	0	0	0	0	0	0	0	0	0	4	4	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	12	0	0	0	0	0	0	2	0	38.0
hsa-miR-15a-3p	0	0	0	5	0	0	0	0	0	0	0	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	38.0
hsa-miR-516a-5p	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	37.0
hsa-miR-605-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	20	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	37.0
hsa-miR-4786-5p	0	0	2	2	0	0	0	0	0	0	0	0	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	2	0	0	7	0	0	0	0	0	0	0	0	37.0
hsa-miR-487a-5p	0	0	0	2	0	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	37.0
hsa-miR-3918	0	0	2	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	2	8	0	0	4	2	0	0	0	0	36.0
hsa-miR-675-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	13	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	2	36.0
hsa-miR-605-3p	0	0	3	2	0	0	0	0	0	0	0	0	2	23	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	36.0
hsa-miR-6764-3p	0	0	0	0	0	0	0	0	0	0	0	0	17	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	2	3	0	0	0	3	0	0	0	0	36.0
hsa-miR-450a-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	8	0	0	0	2	0	0	0	0	36.0
hsa-miR-4796-3p	0	0	0	0	0	0	0	0	0	0	0	0	15	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	36.0
hsa-miR-6783-5p	0	0	0	0	0	0	0	0	0	0	0	0	7	10	3	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	5	0	0	0	0	0	36.0
hsa-miR-6881-3p	0	0	0	0	0	0	0	0	0	3	0	0	0	10	0	2	5	0	2	0	0	3	0	0	0	0	0	0	3	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	36.0
hsa-miR-3684	0	0	0	0	2	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	9	0	0	0	7	0	2	0	0	36.0
hsa-miR-6754-3p	0	0	2	0	0	0	0	0	0	0	0	0	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0	0	4	0	2	0	0	0	0	5	0	35.0
hsa-miR-3202	2	0	0	2	0	0	0	0	0	0	0	0	2	10	0	0	0	0	4	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	35.0
hsa-miR-6737-3p	0	2	0	0	0	0	0	0	2	0	0	0	3	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	4	2	2	0	4	0	0	35.0
hsa-miR-6762-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	4	3	0	0	0	0	0	0	0	35.0
hsa-miR-33b-3p	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	9	4	0	0	2	0	0	6	0	0	0	0	0	35.0
hsa-miR-500b-5p	0	0	1	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	7	0	4	3	0	0	1	0	0	0	0	0	34.5
hsa-miR-6838-5p	0	0	0	2	0	3	0	0	0	0	0	0	11	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	34.0
hsa-miR-6126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	34.0
hsa-miR-1226-5p	5	2	2	0	0	0	0	0	0	0	0	0	2	0	5	0	0	4	3	0	0	2	0	0	3	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	34.0
hsa-miR-4479	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	2	0	0	9	0	3	2	0	0	0	0	0	0	2	0	34.0
hsa-miR-3117-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	16	0	0	2	0	0	0	0	0	0	0	0	34.0
hsa-miR-3611	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	3	0	0	0	0	34.0
hsa-miR-6775-3p	0	0	4	0	0	0	0	0	0	0	0	0	3	4	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	17	0	0	0	0	0	0	0	0	0	0	0	34.0
hsa-miR-7850-5p	0	0	0	3	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	10	0	0	0	0	0	0	0	0	33.0
hsa-miR-6802-5p	0	0	0	0	0	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	0	0	33.0
hsa-miR-6802-3p	0	0	2	0	0	0	2	0	0	0	0	0	4	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	3	0	4	0	0	33.0
hsa-miR-219b-5p	0	0	0	0	0	0	0	0	0	0	0	0	8	16	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	3	0	33.0
hsa-miR-133b	0	0	1	1	0	0	0	0	0	0	0	0	9	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	32.68
hsa-miR-6769b-3p	4	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	2	0	6	2	32.0
hsa-miR-3127-3p	0	0	0	0	0	0	0	2	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	5	0	0	32.0
hsa-miR-1269a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	32.0
hsa-miR-3186-3p	0	0	5	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12	0	0	0	0	0	0	0	0	32.0
hsa-miR-10396b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	13	2	7	0	0	0	2	5	0	0	0	0	0	32.0
hsa-miR-3157-5p	0	0	2	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	3	0	0	5	0	0	0	0	0	32.0
hsa-miR-202-5p	0	0	0	0	0	3	0	0	0	0	0	0	2	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	3	0	0	0	0	2	0	0	0	31.0
hsa-miR-7856-5p	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	20	0	0	0	0	0	0	0	0	31.0
hsa-let-7c-3p	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	22	0	0	31.0
hsa-miR-6500-3p	0	0	0	0	0	0	0	0	3	0	0	0	2	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	4	0	31.0
hsa-miR-6783-3p	0	2	3	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	4	0	0	31.0
hsa-miR-548b-3p	4	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	31.0
hsa-miR-6735-3p	0	0	0	0	0	0	3	0	0	0	0	0	6	5	0	0	0	4	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	2	4	0	0	0	0	0	0	0	0	31.0
hsa-miR-6724-5p	0	0	2	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	4	0	0	2	10	0	0	2	0	0	0	0	0	30.80000000000001
hsa-miR-3155a	0	0	0	0	3	0	0	2	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	2	0	0	0	2	0	3	0	0	2	0	0	0	0	0	3	0	0	30.0
hsa-miR-500b-3p	0	0	0	0	0	2	0	0	0	0	0	0	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	30.0
hsa-miR-4664-3p	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	0	0	0	0	30.0
hsa-miR-6866-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	4	0	5	3	0	0	2	0	0	2	0	0	30.0
hsa-miR-487b-5p	0	0	0	0	0	0	0	0	0	0	0	0	17	4	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	30.0
hsa-miR-6793-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	2	0	0	0	0	0	4	3	0	0	0	0	6	2	0	0	4	0	0	2	2	0	0	0	0	30.0
hsa-miR-6806-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	3	0	0	0	2	0	5	0	0	30.0
hsa-miR-5187-5p	0	0	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	29.0
hsa-miR-548ag	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	2	0	0	0	0	0	0	29.0
hsa-miR-129-5p	0	0	2	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	4	0	0	0	3	0	0	2	0	0	0	0	0	29.0
hsa-miR-187-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	2	9	0	0	0	0	0	0	0	0	29.0
hsa-miR-6749-3p	0	0	0	0	0	0	0	2	0	0	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	2	0	9	0	0	29.0
hsa-miR-1266-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	20	29.0
hsa-miR-597-3p	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	9	0	0	0	0	0	0	0	0	29.0
hsa-miR-4660	0	2	0	4	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	2	2	0	0	0	0	28.0
hsa-miR-6817-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	13	4	0	0	0	0	0	0	2	0	28.0
hsa-miR-655-3p	0	0	0	2	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	28.0
hsa-miR-590-5p	0	0	3	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	28.0
hsa-miR-6809-5p	0	0	2	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	28.0
hsa-miR-889-5p	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	28.0
hsa-miR-134-3p	0	0	0	0	0	0	0	0	0	0	0	0	3	22	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.0
hsa-miR-1295b-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	18	0	0	28.0
hsa-miR-3609	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	4	0	28.0
hsa-miR-3190-3p	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	4	0	0	0	0	0	0	2	3	27.0
hsa-miR-5000-3p	2	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	3	7	0	0	0	0	0	0	0	0	27.0
hsa-miR-6865-5p	0	0	0	0	0	0	0	0	0	2	0	0	2	2	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	4	0	0	0	0	0	27.0
hsa-miR-6869-5p	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	9	0	0	0	0	4	0	2	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	27.0
hsa-miR-3122	0	0	3	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	2	0	0	0	0	0	0	0	0	27.0
hsa-miR-3617-3p	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	27.0
hsa-miR-3675-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	15	0	5	0	0	0	0	0	0	0	0	0	27.0
hsa-miR-4454	6	2	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	3	2	0	0	2	0	0	0	0	0	0	0	0	27.0
hsa-miR-6891-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	4	2	0	0	0	0	3	3	0	0	0	0	0	3	0	0	0	27.0
hsa-miR-3180-5p	0	0	3	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	5	0	26.910000000000004
hsa-miR-5188	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	2	3	0	0	0	0	0	0	0	0	26.0
hsa-miR-935	0	0	0	0	0	0	0	0	2	0	0	0	8	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	2	0	0	0	0	0	2	0	26.0
hsa-miR-4701-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	10	0	0	0	0	0	0	0	0	26.0
hsa-miR-3685	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	2	5	0	0	2	0	0	0	0	0	0	0	0	26.0
hsa-miR-3920	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	3	0	25.0
hsa-miR-5196-3p	0	0	3	0	0	0	0	0	0	2	0	0	0	8	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	3	0	0	0	0	0	25.0
hsa-miR-548ar-3p	0	0	2	0	0	0	0	0	2	0	0	0	3	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	2	0	0	0	0	0	25.0
hsa-miR-4667-5p	0	0	0	0	0	0	2	0	0	0	0	0	4	6	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	25.0
hsa-miR-1914-5p	0	0	2	0	0	0	0	0	2	2	0	0	4	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	25.0
hsa-miR-6876-5p	0	0	0	0	0	0	0	0	2	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	3	0	0	25.0
hsa-miR-6833-3p	2	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	2	0	0	25.0
hsa-miR-4424	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	2	0	0	2	0	4	2	0	0	0	0	0	3	0	0	25.0
hsa-miR-548ab	0	0	3	1	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	4	0	0	0	1	0	2	0	0	24.5
hsa-miR-7-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	2	2	0	24.060000000000002
hsa-miR-548i	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	24.0
hsa-miR-3194-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	3	0	4	3	0	0	0	0	0	0	0	0	24.0
hsa-miR-196a-5p	0	3	3	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	24.0
hsa-miR-3128	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	0	2	4	0	0	0	0	0	0	0	0	24.0
hsa-miR-4526	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	3	0	0	2	0	0	4	0	0	0	24.0
hsa-miR-4668-5p	0	0	0	0	2	0	0	0	0	0	0	0	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	2	0	0	0	0	0	0	0	0	24.0
hsa-miR-34b-3p	0	2	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	2	0	2	0	3	0	4	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.0
hsa-miR-3913-3p	0	0	3	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	23.0
hsa-miR-190a-3p	0	0	0	2	0	0	2	0	0	2	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	23.0
hsa-miR-6505-5p	0	0	0	0	0	0	0	0	0	3	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	11	0	0	0	0	0	0	0	0	23.0
hsa-miR-6858-5p	0	3	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	3	0	0	23.0
hsa-miR-3620-3p	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	5	0	0	0	0	0	0	2	0	23.0
hsa-miR-4659a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	2	0	0	0	0	0	0	3	0	0	22.5
hsa-miR-6886-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	2	0	0	5	3	0	0	0	0	0	0	3	22.0
hsa-miR-23b-5p	0	0	0	2	0	0	0	0	0	0	0	0	4	8	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	22.0
hsa-miR-4777-3p	0	0	0	4	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	22.0
hsa-miR-4677-5p	0	0	0	3	0	0	0	0	0	0	0	0	3	4	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	22.0
hsa-miR-24-1-5p	0	0	0	0	0	0	2	0	3	0	0	0	5	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	22.0
hsa-miR-3617-5p	0	0	0	0	0	0	0	0	0	0	0	4	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	22.0
hsa-miR-6738-3p	0	2	2	0	0	0	5	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	22.0
hsa-miR-2278	0	0	3	0	0	0	0	0	0	2	0	0	7	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	22.0
hsa-miR-6861-5p	0	0	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	21.0
hsa-miR-5003-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	2	2	0	0	21.0
hsa-miR-3160-3p	0	0	0	2	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	21.0
hsa-miR-6755-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	21.0
hsa-miR-3175	0	2	0	0	0	0	0	0	0	0	0	0	13	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	21.0
hsa-miR-548at-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	21.0
