name	SRX3848837	SRX3848836	SRX3848835	SRX3848834	SRX3848833	SRX3848832	SRX3848831	SRX3848830	SRX3848839	SRX3848838	SRX3848843	SRX3848840	SRX3848841	SRX3848846	SRX3848847	SRX3848844	SRX3848845	SRX3848848	SRX3848849	SRX3848792	SRX3848793	SRX3848790	SRX3848791	SRX3848796	SRX3848797	SRX3848794	SRX3848795	SRX3848798	SRX3848799	SRX3848851	SRX3848850	SRX3848853	SRX3848852	SRX3848855	SRX3848854	SRX3848857	SRX3848856	SRX3848859	SRX3848858	SRX3848781	SRX3848780	SRX3848783	SRX3848782	SRX3848785	SRX3848784	SRX3848787	SRX3848786	SRX3848789	SRX3848788	SRX3848864	SRX3848865	SRX3848866	SRX3848867	SRX3848860	SRX3848861	SRX3848862	SRX3848863	SRX3848868	SRX3848869	SRX3848883	SRX3848880	SRX3848881	SRX3848879	SRX3848878	SRX3848873	SRX3848872	SRX3848871	SRX3848870	SRX3848877	SRX3848876	SRX3848875	SRX3848874	SRX3848808	SRX3848809	SRX3848806	SRX3848807	SRX3848804	SRX3848805	SRX3848803	SRX3848800	SRX3848801	SRX3848819	SRX3848818	SRX3848815	SRX3848814	SRX3848817	SRX3848816	SRX3848811	SRX3848810	SRX3848813	SRX3848812	SRX3848820	SRX3848821	SRX3848822	SRX3848823	SRX3848824	SRX3848825	SRX3848826	SRX3848827	SRX3848828	SRX3848829
hsa-miR-517c-3p	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	50	59	4	214	35	51	127	47	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	615.01
hsa-miR-1179	2	2	0	0	0	2	12	50	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2	0	33	14	31	4	12	22	17	72	6	0	0	0	0	0	0	0	0	0	0	7	7	0	0	5	0	0	2	2	2	3	3	2	0	44	13	0	0	0	0	2	21	10	0	0	0	0	11	0	0	0	0	11	6	0	9	0	56	0	0	104	0	608.0
hsa-miR-3690	61	5	4	14	30	20	0	0	49	8	0	234	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	12	0	7	0	0	0	2	0	2	0	0	0	0	0	7	0	0	0	0	5	0	0	0	0	14	0	2	0	3	14	0	2	11	0	8	0	3	2	2	0	18	17	2	0	0	0	0	0	0	13	2	0	0	10	11	0	604.0
hsa-miR-3127-5p	66	27	9	7	15	7	18	16	7	2	0	20	2	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	19	0	5	5	14	3	0	0	14	0	0	10	3	0	6	5	0	0	0	0	0	10	5	0	0	0	12	12	0	0	7	2	0	0	0	7	5	8	7	8	14	22	0	2	5	0	5	19	30	5	0	0	8	22	0	0	0	23	22	0	0	4	0	9	2	0	28	4	593.0
hsa-miR-203b-3p	106	63	20	13	34	24	0	0	36	18	2	51	4	0	0	0	0	0	0	0	2	0	0	8	0	7	2	0	0	0	0	0	0	34	0	32	7	25	9	2	0	0	0	0	0	0	0	0	4	0	0	0	0	5	2	22	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	5	10	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	6	578.0
hsa-miR-1234-3p	10	0	0	0	0	0	41	22	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	9	0	7	0	0	0	16	6	0	33	0	13	3	7	0	0	0	0	2	0	4	0	0	0	2	3	0	2	0	2	0	0	0	5	0	2	0	29	8	56	5	3	0	0	11	35	25	2	0	0	14	23	12	0	0	6	64	2	0	7	0	16	0	2	50	2	574.0
hsa-miR-6780a-5p	12	5	7	2	0	0	19	26	2	2	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	2	0	5	14	6	2	21	2	2	17	23	0	0	0	0	0	5	0	0	0	0	0	8	0	0	11	0	0	0	0	5	0	3	0	25	22	31	2	9	3	0	7	21	22	2	0	0	18	15	21	0	0	34	30	2	0	7	0	11	0	0	64	0	573.0
hsa-miR-6821-5p	2	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	2	0	0	0	4	2	19	27	2	0	0	0	0	0	0	0	0	105	0	60	15	36	40	0	0	0	3	0	7	0	5	5	2	2	0	0	0	0	14	15	4	0	0	15	51	2	2	0	17	0	0	0	3	7	32	9	6	0	12	2	0	0	0	0	0	3	2	6	0	5	9	0	2	0	3	0	0	0	2	2	0	0	0	0	0	570.0
hsa-miR-6514-5p	23	14	2	2	2	8	30	20	8	3	0	17	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	5	0	2	0	2	2	0	2	7	11	0	11	4	10	31	6	0	0	0	0	0	0	0	0	0	0	2	14	0	0	14	0	0	0	0	2	0	2	0	7	27	12	4	4	0	0	8	30	14	2	0	0	11	16	7	0	0	17	19	2	0	2	0	42	0	0	79	0	568.0
hsa-miR-219a-1-3p	18	7	2	0	8	5	28	12	6	0	0	14	3	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	6	0	5	6	4	2	3	0	5	2	0	21	10	13	36	6	3	0	0	0	0	2	7	0	0	0	13	9	0	0	5	8	0	0	0	28	6	12	14	0	23	17	2	2	0	0	12	17	23	5	0	0	0	12	11	0	0	5	30	3	0	0	0	20	5	5	38	0	565.0
hsa-miR-616-3p	27	11	4	0	2	7	28	23	2	0	0	14	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	20	5	2	9	13	14	25	3	0	0	0	0	0	0	0	0	0	0	7	12	2	0	0	2	0	0	0	8	5	6	4	10	25	10	4	2	6	0	2	37	8	2	0	0	7	15	0	0	0	0	40	0	0	0	0	53	0	5	63	0	562.0
hsa-miR-561-5p	19	7	10	2	7	4	0	12	18	3	0	22	0	0	0	0	0	0	0	7	12	3	3	53	0	33	5	0	0	0	0	0	0	2	0	3	0	2	5	6	12	13	10	2	30	18	28	21	43	0	0	0	0	0	0	2	0	2	0	2	5	0	0	18	4	0	0	5	12	6	0	2	0	10	6	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	8	0	0	51	0	557.0
hsa-miR-6842-5p	27	3	7	2	2	2	26	33	5	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	19	2	0	18	6	20	30	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	4	25	22	7	6	6	0	7	36	17	0	7	0	9	20	9	0	0	25	25	4	0	3	0	46	0	5	45	0	557.0
hsa-miR-6852-3p	0	0	0	0	0	0	18	57	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	20	16	0	2	0	12	30	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	52	13	0	0	0	0	12	44	17	0	0	0	8	3	8	0	0	12	30	0	0	0	0	64	0	0	112	0	552.0
hsa-miR-888-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	72	17	69	197	93	45	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547.0
hsa-miR-3136-5p	9	2	0	0	0	0	12	32	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	3	11	24	11	2	16	9	23	14	29	0	0	0	0	0	2	0	0	0	0	0	4	0	2	30	6	0	0	0	22	0	4	6	7	17	32	2	8	0	0	3	8	21	0	0	0	13	28	0	0	0	2	22	11	0	0	0	36	0	3	45	0	545.0
hsa-miR-5589-5p	0	0	0	0	0	0	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	8	30	4	11	2	0	66	28	37	2	0	0	113	108	0	0	0	4	31	0	0	2	0	0	0	16	7	0	543.0
hsa-miR-1228-3p	8	4	3	0	3	0	8	6	9	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	9	13	6	0	0	4	6	0	47	0	2	5	14	4	0	0	0	2	0	13	9	6	0	13	0	0	0	0	6	2	0	4	4	4	5	0	38	0	52	8	16	7	0	5	7	7	0	0	0	41	71	17	0	0	4	15	0	0	14	0	0	0	0	3	0	541.0
hsa-miR-2116-3p	33	11	0	2	3	0	3	4	6	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	4	7	15	6	0	2	8	3	0	9	0	2	0	13	2	0	0	0	2	2	6	0	15	0	8	0	2	0	5	4	2	0	6	2	6	4	16	60	4	22	0	8	5	0	5	5	25	4	2	2	30	42	13	2	0	7	24	0	0	19	0	9	0	10	7	0	539.0
hsa-miR-4423-5p	22	10	23	92	106	15	0	0	19	0	0	200	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	12	0	0	0	2	0	5	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538.0
hsa-miR-6882-5p	13	0	0	0	0	4	18	26	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	17	14	0	0	2	14	23	3	0	3	2	0	0	0	0	0	0	0	0	0	3	0	6	2	0	0	0	0	0	2	6	0	65	17	2	7	2	0	2	19	28	2	0	0	0	12	0	0	0	7	38	3	0	0	0	59	2	2	98	0	537.0
hsa-miR-491-3p	2	0	0	0	0	0	11	59	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	3	0	0	0	0	0	0	25	34	25	0	3	15	29	37	2	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	5	2	0	2	0	42	10	0	0	0	0	0	10	2	0	0	0	0	4	3	0	0	5	3	11	0	2	0	43	0	5	109	3	527.0
hsa-miR-4787-3p	4	2	0	5	0	0	15	26	5	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	2	12	4	0	6	28	10	0	33	6	6	38	3	2	0	2	0	0	0	4	0	2	0	12	12	6	2	6	2	0	0	0	19	2	18	2	26	10	12	0	4	4	0	5	8	9	0	3	0	2	6	4	0	0	2	13	0	2	2	2	30	0	11	45	0	525.0
hsa-miR-4659a-3p	14	3	0	0	3	0	10	43	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	17	2	18	8	5	56	18	0	0	3	0	0	0	0	0	0	0	2	4	0	0	30	0	0	0	2	6	0	0	3	0	13	25	3	7	0	0	6	13	21	0	0	0	16	28	0	0	0	0	20	2	0	10	0	18	0	0	66	0	524.0
hsa-miR-6810-5p	3	0	2	5	0	0	41	38	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2	0	3	0	0	0	0	0	0	0	0	0	2	0	0	2	0	4	20	7	0	6	0	7	27	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	7	21	36	0	0	0	0	6	67	8	0	5	0	0	9	4	0	0	31	88	0	0	0	0	32	0	3	25	0	523.0
hsa-miR-489-3p	13	6	6	6	4	29	6	3	33	13	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	3	0	2	0	0	4	3	0	0	7	0	2	3	6	0	2	4	3	0	0	0	0	4	0	0	0	0	0	0	0	20	10	18	0	2	3	0	0	0	15	0	3	0	2	2	0	0	0	0	4	4	6	0	3	0	0	0	0	0	19	15	0	8	0	15	6	521.0
hsa-miR-5683	0	0	0	0	0	0	16	58	2	2	0	0	0	0	0	0	0	0	0	6	2	0	13	15	0	12	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13	13	4	0	0	16	3	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	4	2	2	0	17	78	16	2	7	4	0	10	13	2	0	0	0	10	5	2	0	0	0	30	6	0	0	0	34	0	0	76	0	519.0
hsa-miR-1197	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	44	17	59	5	3	76	39	99	14	0	0	0	3	0	0	0	0	0	0	2	0	0	2	2	4	0	0	0	11	0	0	0	0	45	7	0	0	0	0	0	6	3	0	0	0	2	4	2	0	0	0	4	0	0	0	0	19	0	2	18	0	519.0
hsa-miR-135a-3p	0	0	0	0	0	0	20	29	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	20	0	25	10	0	0	24	10	0	3	3	5	43	2	0	0	0	0	0	2	0	0	0	0	34	3	3	0	8	0	0	0	0	39	8	5	2	0	30	10	0	0	0	0	0	36	14	2	0	0	0	7	0	0	0	6	40	0	0	2	0	22	0	0	36	0	518.0
hsa-miR-548b-3p	25	6	13	6	8	2	0	6	32	2	0	50	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	17	15	0	5	5	14	9	18	0	0	4	0	0	4	0	2	5	0	12	7	2	0	2	13	0	0	0	18	16	17	24	20	30	7	2	4	0	0	2	2	0	0	0	0	6	8	0	0	0	0	4	0	0	7	2	19	0	3	19	0	509.0
hsa-miR-517-5p	0	2	0	0	0	29	0	0	3	15	0	2	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	4	0	0	0	6	26	17	2	227	9	49	45	25	0	0	2	0	2	3	9	0	2	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	2	508.10999999999996
hsa-miR-584-3p	0	0	0	0	0	0	4	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	29	8	0	41	8	22	35	18	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	9	0	0	2	42	17	11	0	3	4	0	6	7	18	2	0	0	8	8	0	0	0	2	12	0	0	11	0	47	0	0	65	0	507.0
hsa-miR-9901	0	0	0	0	0	0	2	4	0	0	8	2	0	32	60	13	2	5	4	7	13	2	17	10	56	9	6	12	4	3	25	0	0	2	19	0	3	2	0	0	0	3	2	0	6	0	0	0	5	0	0	0	7	0	0	2	0	0	0	0	6	3	0	0	2	0	0	3	8	5	2	3	10	0	2	3	5	0	0	12	0	2	2	3	19	5	2	8	18	16	0	5	0	0	0	2	0	14	0	0	0	507.0
hsa-miR-3124-5p	5	11	0	2	0	0	16	33	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0	0	4	19	5	0	11	13	12	12	18	0	0	9	4	0	0	0	0	0	0	4	6	4	0	9	2	0	0	0	10	0	0	0	13	24	15	0	0	8	0	4	17	24	2	0	0	15	20	2	0	0	14	10	4	0	0	0	50	0	3	44	0	500.0
hsa-miR-6886-5p	4	2	0	0	0	0	2	10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	46	39	27	10	4	7	13	57	3	0	0	0	2	0	0	2	0	0	0	41	23	2	0	2	0	0	0	0	18	4	16	12	0	11	13	0	0	0	0	4	9	15	0	0	0	2	0	2	0	0	16	10	3	0	2	0	2	0	0	57	0	499.0
hsa-miR-6772-3p	0	0	0	0	0	0	62	25	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	3	8	25	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	19	33	4	0	0	0	5	67	23	4	0	0	2	16	13	0	0	6	72	2	0	0	0	26	0	8	48	0	497.0
hsa-miR-3199	18	6	6	5	8	6	9	26	6	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	4	2	7	11	16	27	16	0	0	0	0	0	0	0	0	6	0	5	9	0	0	21	13	0	2	2	8	2	6	4	4	13	25	3	2	0	0	2	8	13	5	2	0	6	17	2	0	0	2	12	7	0	5	0	34	0	4	57	0	497.0
hsa-miR-32-3p	15	7	0	4	3	3	3	37	16	0	0	24	2	0	0	0	0	0	0	0	4	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	10	9	8	0	8	17	7	21	8	0	0	0	0	0	0	0	0	5	0	3	4	0	0	0	9	0	0	0	3	0	4	9	0	33	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	61	0	2	127	0	497.0
hsa-miR-2114-5p	13	3	0	2	0	0	0	4	6	0	0	2	0	0	0	0	0	0	0	0	5	0	2	7	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	37	9	0	9	113	0	0	0	0	0	0	0	0	0	0	29	18	17	2	18	9	0	0	0	46	21	20	52	12	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	6	0	2	13	0	497.0
hsa-let-7c-3p	22	7	0	0	6	0	0	0	2	5	0	6	0	0	0	0	0	0	0	0	8	2	0	10	0	7	0	0	0	0	0	0	0	7	0	0	4	0	0	3	3	11	7	0	22	0	4	2	15	0	0	3	0	0	0	5	0	14	0	17	24	0	2	37	33	2	9	2	99	24	8	17	0	0	3	0	0	0	0	2	2	0	0	0	0	7	10	0	0	0	0	7	0	0	0	0	3	0	0	12	0	495.0
hsa-miR-663a	0	0	0	2	0	0	0	0	2	0	21	2	0	36	15	38	9	7	2	0	0	0	0	0	0	0	0	83	8	2	2	0	4	0	18	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	2	0	4	2	0	2	4	0	2	0	0	0	2	0	0	0	2	0	2	0	0	0	2	2	2	0	33	0	0	4	0	2	21	0	2	0	61	8	0	0	0	10	0	3	0	61	0	0	4	493.0
hsa-miR-4714-3p	4	3	0	0	0	0	9	12	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	9	29	14	3	11	21	15	23	21	0	0	0	4	0	0	0	0	0	0	4	13	4	0	26	7	0	0	0	15	5	11	14	11	14	18	0	14	0	0	9	8	14	3	0	0	5	11	2	0	0	2	12	2	0	4	0	26	0	3	47	0	489.0
hsa-miR-6837-3p	13	4	2	0	0	5	27	36	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	13	9	0	8	13	16	33	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	4	0	0	0	0	0	0	0	20	26	17	5	0	0	0	9	31	17	0	2	0	12	4	9	0	0	11	22	0	0	2	0	26	0	5	64	0	486.0
hsa-miR-6510-3p	48	21	5	17	11	0	0	0	12	2	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	15	5	6	5	0	0	0	0	0	8	0	0	0	2	0	0	0	4	3	6	7	0	0	0	77	2	6	0	84	26	0	0	0	19	20	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	15	0	0	18	483.0
hsa-miR-216b-5p	0	0	0	0	0	9	3	5	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	2	2	0	0	0	0	0	2	3	0	3	5	2	0	21	0	2	0	2	3	0	0	5	7	0	0	0	4	0	0	2	3	2	2	0	120	5	29	0	23	17	0	23	0	18	8	0	0	28	24	0	0	0	4	27	0	0	5	5	3	3	2	20	2	470.0
hsa-miR-6819-3p	0	0	0	0	2	0	37	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	3	0	2	3	5	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12	5	41	3	9	4	0	23	34	34	3	0	0	11	9	11	0	0	40	79	2	0	2	0	13	0	0	30	0	469.0
hsa-miR-767-5p	3	0	3	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0	21	0	21	9	56	38	0	0	0	0	0	15	0	0	0	0	0	2	35	24	0	13	14	3	41	5	4	0	0	0	7	5	15	14	53	0	0	3	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0	3	0	0	19	468.0
hsa-miR-6502-5p	73	34	10	3	20	62	3	8	34	6	0	125	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	7	4	0	0	0	3	7	0	0	0	0	8	2	0	0	0	7	0	0	23	0	467.0
hsa-miR-215-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	35	42	166	96	0	0	0	0	0	2	0	2	0	0	4	0	0	0	9	4	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	5	0	0	0	0	0	0	4	0	0	0	0	2	0	0	4	0	0	0	0	18	0	465.0
hsa-miR-3619-3p	19	4	0	0	2	2	14	21	2	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	3	6	0	0	0	2	0	0	0	0	0	0	0	27	16	6	0	18	7	0	0	0	35	8	12	28	29	0	23	0	8	11	0	7	15	15	0	0	0	3	22	8	0	0	0	32	4	0	10	0	11	0	3	12	0	464.0
hsa-miR-6859-5p	14	4	3	0	2	6	26	23	6	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	2	0	0	10	12	0	29	3	8	9	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	11	0	0	0	0	7	5	0	0	0	25	32	4	2	7	0	3	12	25	0	0	0	9	10	7	0	0	16	11	6	0	7	0	33	0	0	45	0	459.84000000000003
hsa-miR-7848-3p	2	0	0	0	0	2	43	30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	9	0	7	0	9	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	34	0	0	2	0	8	58	29	0	0	0	7	18	10	0	0	16	47	0	0	2	0	31	0	0	45	0	459.0
hsa-miR-6516-3p	0	2	0	2	2	0	9	50	6	0	0	5	0	0	0	0	0	0	0	2	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	4	0	0	2	3	2	4	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	3	0	0	0	0	15	4	2	4	31	35	12	3	26	2	0	0	10	11	3	0	0	0	8	0	0	0	0	21	0	0	4	0	49	0	0	86	0	447.0
hsa-miR-6513-5p	6	0	0	2	0	0	4	35	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	30	24	2	14	3	10	76	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	19	12	0	0	0	0	6	7	9	0	0	0	9	3	5	0	0	0	5	15	0	0	0	47	0	0	70	0	443.0
hsa-miR-518e-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	43	28	0	226	4	36	51	18	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	438.67
hsa-miR-34a-3p	21	7	7	0	0	10	2	0	34	0	0	49	2	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	2	2	0	0	0	0	0	0	31	22	16	0	4	14	0	0	0	34	43	25	76	0	0	0	0	2	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	2	0	436.0
hsa-miR-6866-5p	13	13	0	0	4	6	22	31	8	0	0	12	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	9	2	11	7	6	12	8	0	0	0	0	0	0	0	0	0	0	2	6	0	0	6	4	0	0	3	2	2	0	2	6	26	13	0	0	3	0	2	13	27	3	0	0	9	9	0	0	0	9	31	4	0	4	0	37	0	0	36	0	431.0
hsa-miR-4755-5p	4	3	0	0	2	0	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	43	6	0	61	11	24	13	13	0	0	0	0	0	0	0	0	0	0	2	5	0	0	10	5	0	0	0	3	6	0	0	7	4	12	5	6	2	0	11	17	22	4	0	0	4	17	6	0	0	0	13	3	0	9	0	9	0	9	25	0	430.0
hsa-miR-503-3p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	5	3	0	11	8	2	16	4	0	0	0	0	0	0	0	0	0	0	29	66	13	0	13	16	0	0	4	105	13	65	27	0	7	4	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	428.0
hsa-miR-147b-3p	39	21	11	2	10	11	2	8	35	0	8	50	0	0	0	0	0	0	0	2	6	2	11	2	4	19	0	0	0	0	0	0	0	5	4	0	4	0	0	0	7	0	0	0	18	0	9	15	5	3	0	0	0	0	4	0	2	0	0	2	0	2	0	0	7	0	0	2	4	3	0	0	0	5	7	2	0	2	0	6	2	2	0	0	0	4	0	4	0	0	0	11	0	0	10	5	0	0	6	23	0	428.0
